doy,TMAX,TMIN,TAVG,PRCP
1,0.8226922043010753,0.020237903225806438,0.4214650537634409,0.0
2,0.8222688172043011,0.015592069892473104,0.4189304435483871,0.0
3,0.8197016129032257,0.01152083333333332,0.4156112231182796,0.0
4,0.8088971774193549,0.0014368279569892367,0.405167002688172,0.0
5,0.8101095430107527,-0.0018884408602150627,0.40411055107526883,0.0
6,0.820184811827957,-0.007926747311827964,0.4061290322580645,0.0
7,0.8131458333333333,-0.018729166666666675,0.3972083333333334,0.0
8,0.7863541666666667,-0.02885416666666667,0.37875,0.0
9,0.7733958333333334,-0.04708333333333334,0.36315625000000007,0.0
10,0.7576666666666667,-0.05916666666666667,0.34925,0.0
11,0.7441249999999999,-0.07093750000000001,0.33659374999999997,0.0
12,0.7310416666666666,-0.080375,0.32533333333333336,0.0
13,0.7248125000000001,-0.0920625,0.316375,0.0
14,0.7030416666666668,-0.11147916666666666,0.29578125,0.0
15,0.6902708333333333,-0.1239375,0.2831666666666667,0.0
16,0.6862916666666667,-0.13039583333333335,0.27794791666666663,0.0
17,0.6796249999999999,-0.14004166666666668,0.26979166666666665,0.0
18,0.6751041666666667,-0.14535416666666665,0.264875,0.0
19,0.6667916666666667,-0.15139583333333334,0.25769791666666664,0.0
20,0.6510416666666666,-0.1711875,0.23992708333333335,0.0
21,0.6253958333333334,-0.1829166666666667,0.22123958333333335,0.0
22,0.6173750000000001,-0.1899791666666667,0.21369791666666668,0.0
23,0.6193541666666665,-0.19360416666666666,0.21287499999999998,0.0
24,0.614625,-0.19437500000000002,0.210125,0.0
25,0.6285833333333333,-0.19460416666666666,0.21698958333333335,0.0
26,0.6411458333333332,-0.19095833333333337,0.22509375,0.0
27,0.646875,-0.18464583333333331,0.23111458333333335,0.0
28,0.6582291666666666,-0.17270833333333332,0.24276041666666667,0.0
29,0.6769895833333333,-0.15796875000000002,0.2595104166666667,0.0
30,0.69728125,-0.14803125,0.274625,0.0
31,0.7146979166666666,-0.13690625,0.2888958333333333,0.0
32,0.7241354166666666,-0.12792708333333333,0.29810416666666667,0.0
33,0.7379895833333333,-0.12761458333333334,0.3051875,0.0
34,0.7536979166666667,-0.11782291666666667,0.31793750000000004,0.0
35,0.76334375,-0.10586458333333333,0.32873958333333336,0.0
36,0.7670937500000001,-0.09926041666666667,0.3339166666666667,0.0
37,0.7669270833333334,-0.09942708333333333,0.33375,0.0
38,0.7777604166666666,-0.09605208333333333,0.3408541666666667,0.0
39,0.7916354166666667,-0.08376041666666668,0.3539375,0.0
40,0.8000729166666667,-0.07565625,0.3622083333333333,0.0
41,0.7997395833333333,-0.07340624999999999,0.3631666666666667,0.0
42,0.8382604166666667,-0.06865625,0.3848020833333334,0.0
43,0.8650520833333333,-0.06484375,0.40010416666666665,0.0
44,0.9145,-0.04297916666666667,0.43576041666666665,0.0
45,0.9634791666666668,-0.018854166666666672,0.4723125,0.0
46,0.9729717741935483,-0.00230107526881721,0.4853353494623656,0.0
47,0.9933770161290324,0.013957661290322576,0.5036673387096774,0.0
48,1.0109979838709677,0.03195362903225806,0.521475806451613,0.0
49,1.0286216397849461,0.04183602150537634,0.5352288306451612,0.0
50,1.0371048387096775,0.051338709677419346,0.5442217741935484,0.0
51,1.0650114247311828,0.06377083333333332,0.564391129032258,0.0
52,1.0980443548387098,0.09044758064516129,0.5942459677419354,0.0
53,1.1139751344086022,0.10988709677419355,0.6119311155913979,0.3
54,1.1389227150537635,0.12477217741935483,0.6318474462365591,0.0
55,1.148127688172043,0.13047916666666665,0.6393034274193549,0.0
56,1.1603124999999999,0.13769959677419355,0.6490060483870967,0.0
57,1.148581989247312,0.14736290322580645,0.6479724462365591,0.0
58,1.1482681451612902,0.15575336021505373,0.6520107526881721,0.0
59,1.1395537634408603,0.15950336021505376,0.6495285618279569,0.0
60,1.1335913978494623,0.16030107526881718,0.6469462365591399,0.0
61,1.1604516129032258,0.1664731182795699,0.6634623655913978,0.0
62,1.1780645161290324,0.17081720430107525,0.6744408602150538,0.0
63,1.2012688172043013,0.1859784946236559,0.6936236559139785,0.0
64,1.2140860215053764,0.19649462365591397,0.7052903225806452,0.0
65,1.2378924731182794,0.20832258064516126,0.7231075268817204,0.0
66,1.2600860215053764,0.2261290322580645,0.7431075268817204,0.0
67,1.2846021505376344,0.23784946236559137,0.761225806451613,0.0
68,1.314989247311828,0.26083870967741934,0.7879139784946236,0.0
69,1.3246021505376342,0.27853763440860213,0.8015698924731183,0.0
70,1.3530322580645162,0.3025591397849462,0.8277956989247311,0.0
71,1.379956989247312,0.3270752688172042,0.853516129032258,0.0
72,1.396172043010753,0.3475268817204301,0.8718494623655915,0.0
73,1.412516129032258,0.36737634408602143,0.8899462365591398,0.0
74,1.4261075268817203,0.380258064516129,0.9031827956989248,0.0
75,1.4221935483870969,0.3908172043010752,0.906505376344086,0.0
76,1.42294623655914,0.40064516129032257,0.9117956989247312,0.0
77,1.4279139784946238,0.4167956989247311,0.9223548387096775,0.0
78,1.4318064516129032,0.42784946236559135,0.9298279569892475,0.0
79,1.447913978494624,0.4423870967741935,0.9451505376344086,0.0
80,1.4609892473118282,0.4619784946236559,0.9614838709677419,0.0
81,1.4813548387096775,0.4853978494623655,0.9833763440860216,0.0
82,1.4962580645161292,0.5028817204301075,0.9995698924731182,0.0
83,1.506258064516129,0.5099569892473118,1.0081075268817203,0.0
84,1.527935483870968,0.5251182795698924,1.02652688172043,0.0
85,1.5473548387096774,0.545741935483871,1.0465483870967742,0.0
86,1.579978494623656,0.5684516129032259,1.074215053763441,0.0
