date,PRCP,TAVG,TMAX,TMIN
1951-01-01,0.0,4.6000000000000005,7.9,1.3
1951-01-02,0.0,2.85,6.9,-1.2
1951-01-03,0.0,2.6,8.5,-3.3
1951-01-04,0.0,1.7999999999999998,5.1,-1.5
1951-01-05,0.0,4.4,7.4,1.4
1951-01-06,0.0,3.7,8.9,-1.5
1951-01-07,0.7,4.0,6.7,1.3
1951-01-08,0.0,5.25,11.1,-0.6
1951-01-09,4.4,4.95,10.6,-0.7
1951-01-10,24.4,6.8,8.5,5.1
1951-01-11,0.0,6.9,9.6,4.2
1951-01-12,0.0,4.55,8.5,0.6
1951-01-13,0.0,0.85,3.4,-1.7
1951-01-14,2.4,1.1999999999999997,4.1,-1.7
1951-01-15,0.0,2.65,7.0,-1.7
1951-01-16,0.0,2.25,9.1,-4.6
1951-01-17,0.5,4.199999999999999,11.1,-2.7
1951-01-18,0.0,5.7,12.3,-0.9
1951-01-19,12.2,4.8,7.7,1.9
1951-01-20,0.9,8.3,12.3,4.3
1951-01-21,0.3,0.8499999999999999,4.3,-2.6
1951-01-22,0.6,-0.050000000000000044,3.5,-3.6
1951-01-23,0.0,0.75,6.9,-5.4
1951-01-24,0.0,5.5,9.4,1.6
1951-01-25,0.0,5.35,9.5,1.2
1951-01-26,0.0,3.5,7.5,-0.5
1951-01-27,0.0,3.9,8.1,-0.3
1951-01-28,0.0,3.5,9.9,-2.9
1951-01-29,0.0,4.949999999999999,12.7,-2.8
1951-01-30,0.0,5.4,12.3,-1.5
1951-01-31,0.1,6.35,12.2,0.5
1951-02-01,0.0,6.5,13.5,-0.5
1951-02-02,0.1,5.65,14.3,-3.0
1951-02-03,0.5,2.35,5.4,-0.7
1951-02-04,2.3,1.1,4.5,-2.3
1951-02-05,0.4,1.3,6.0,-3.4
1951-02-06,1.1,-0.25,3.1,-3.6
1951-02-07,0.8,2.45,6.7,-1.8
1951-02-08,0.0,3.1499999999999995,8.7,-2.4
1951-02-09,15.7,5.699999999999999,9.1,2.3
1951-02-10,0.4,7.199999999999999,12.7,1.7
1951-02-11,0.0,3.0500000000000003,6.7,-0.6
1951-02-12,0.1,2.5999999999999996,8.1,-2.9
1951-02-13,0.5,3.4499999999999997,7.1,-0.2
1951-02-14,11.8,0.85,3.4,-1.7
1951-02-15,0.9,3.4000000000000004,5.7,1.1
1951-02-16,0.0,2.55,5.5,-0.4
1951-02-17,0.6,4.1,8.7,-0.5
1951-02-18,0.0,3.0500000000000003,8.9,-2.8
1951-02-19,0.0,7.05,12.2,1.9
1951-02-20,0.8,3.9499999999999997,8.7,-0.8
1951-02-21,0.0,6.449999999999999,16.4,-3.5
1951-02-22,14.0,10.5,14.8,6.2
1951-02-23,0.0,11.5,19.6,3.4
1951-02-24,1.2,10.5,14.1,6.9
1951-02-25,26.5,8.8,12.1,5.5
1951-02-26,0.4,9.9,13.8,6.0
1951-02-27,0.2,8.9,13.4,4.4
1951-02-28,0.8,12.149999999999999,15.1,9.2
1951-03-01,7.8,10.75,15.3,6.2
1951-03-02,0.0,4.3999999999999995,8.1,0.7
1951-03-03,0.0,2.45,7.5,-2.6
1951-03-04,0.0,1.5,7.4,-4.4
1951-03-05,0.0,2.55,7.6,-2.5
1951-03-06,34.1,5.95,11.3,0.6
1951-03-07,1.0,7.25,11.0,3.5
1951-03-08,0.0,5.45,10.8,0.1
1951-03-09,0.0,7.0,15.8,-1.8
1951-03-10,12.2,10.2,13.2,7.2
1951-03-11,0.0,10.45,16.8,4.1
1951-03-12,0.5,5.45,10.0,0.9
1951-03-13,0.0,5.65,12.0,-0.7
1951-03-14,0.0,7.4,15.0,-0.2
1951-03-15,0.0,12.4,19.1,5.7
1951-03-16,0.0,10.1,17.7,2.5
1951-03-17,7.2,11.450000000000001,18.1,4.8
1951-03-18,0.0,11.950000000000001,17.6,6.3
1951-03-19,0.0,8.25,11.8,4.7
1951-03-20,0.0,6.7,11.8,1.6
1951-03-21,0.0,5.9,12.3,-0.5
1951-03-22,0.9,8.35,14.0,2.7
1951-03-23,1.9,4.2,8.5,-0.1
1951-03-24,0.0,6.4,14.5,-1.7
1951-03-25,3.5,7.1000000000000005,14.4,-0.2
1951-03-26,5.8,11.850000000000001,14.4,9.3
1951-03-27,0.0,11.600000000000001,16.3,6.9
1951-03-28,28.2,10.2,12.7,7.7
1951-03-29,0.0,10.8,15.7,5.9
1951-03-30,0.3,6.1000000000000005,10.3,1.9
1951-03-31,0.0,8.299999999999999,17.7,-1.1
1951-04-01,14.0,10.9,13.8,8.0
1951-04-02,3.1,14.25,17.9,10.6
1951-04-03,17.7,11.25,13.0,9.5
1951-04-04,15.0,13.25,17.8,8.7
1951-04-05,0.0,11.7,18.9,4.5
1951-04-06,19.3,11.3,13.6,9.0
1951-04-07,24.5,13.350000000000001,16.1,10.6
1951-04-08,0.0,15.8,21.3,10.3
1951-04-09,0.0,13.15,20.0,6.3
1951-04-10,0.0,9.2,15.9,2.5
1951-04-11,13.5,11.9,13.3,10.5
1951-04-12,9.8,11.1,14.7,7.5
1951-04-13,0.0,10.299999999999999,17.4,3.2
1951-04-14,0.0,12.200000000000001,21.1,3.3
1951-04-15,0.0,13.8,19.2,8.4
1951-04-16,8.9,13.35,21.0,5.7
1951-04-17,3.8,11.45,17.4,5.5
1951-04-18,0.0,10.75,19.4,2.1
1951-04-19,8.2,11.3,15.9,6.7
1951-04-20,0.2,15.55,18.5,12.6
1951-04-21,0.1,15.65,21.0,10.3
1951-04-22,0.0,12.1,17.9,6.3
1951-04-23,0.2,13.2,19.5,6.9
1951-04-24,0.0,11.200000000000001,18.8,3.6
1951-04-25,0.0,10.35,18.0,2.7
1951-04-26,0.1,12.4,21.6,3.2
1951-04-27,0.0,14.05,22.1,6.0
1951-04-28,7.9,16.85,20.5,13.2
1951-04-29,22.2,18.3,23.0,13.6
1951-04-30,0.0,16.0,22.1,9.9
1951-05-01,0.0,13.6,20.7,6.5
1951-05-02,0.0,15.55,25.2,5.9
1951-05-03,0.0,16.95,27.0,6.9
1951-05-04,0.0,18.05,27.2,8.9
1951-05-05,0.5,16.85,21.8,11.9
1951-05-06,0.0,16.1,24.6,7.6
1951-05-07,2.8,18.15,26.1,10.2
1951-05-08,22.8,17.3,18.6,16.0
1951-05-09,0.0,18.0,22.6,13.4
1951-05-10,0.0,18.65,27.9,9.4
1951-05-11,0.0,19.6,27.2,12.0
1951-05-12,0.0,21.9,30.6,13.2
1951-05-13,0.0,20.85,28.5,13.2
1951-05-14,0.0,18.85,22.6,15.1
1951-05-15,20.6,19.05,22.1,16.0
1951-05-16,2.2,21.450000000000003,26.1,16.8
1951-05-17,1.0,20.3,25.5,15.1
1951-05-18,0.0,17.6,22.8,12.4
1951-05-19,0.0,15.35,21.7,9.0
1951-05-20,0.0,15.35,21.4,9.3
1951-05-21,0.0,15.55,24.8,6.3
1951-05-22,5.6,18.7,23.8,13.6
1951-05-23,0.0,19.4,26.5,12.3
1951-05-24,0.0,20.05,28.6,11.5
1951-05-25,0.0,21.7,30.3,13.1
1951-05-26,0.0,21.9,26.2,17.6
1951-05-27,26.4,18.95,21.4,16.5
1951-05-28,0.6,19.65,23.2,16.1
1951-05-29,0.0,20.45,27.3,13.6
1951-05-30,0.5,22.05,31.5,12.6
1951-05-31,35.7,20.700000000000003,23.6,17.8
1951-06-01,0.0,22.549999999999997,27.7,17.4
1951-06-02,0.0,23.65,33.0,14.3
1951-06-03,0.0,23.7,29.7,17.7
1951-06-04,17.6,22.299999999999997,26.4,18.2
1951-06-05,2.5,19.5,24.8,14.2
1951-06-06,0.0,20.45,27.4,13.5
1951-06-07,0.0,20.85,25.6,16.1
1951-06-08,0.5,22.65,28.5,16.8
1951-06-09,1.0,22.200000000000003,27.6,16.8
1951-06-10,0.0,20.9,28.6,13.2
1951-06-11,0.0,21.1,28.6,13.6
1951-06-12,0.0,20.799999999999997,26.4,15.2
1951-06-13,0.0,19.95,28.0,11.9
1951-06-14,0.9,20.55,27.2,13.9
1951-06-15,34.8,18.65,21.4,15.9
1951-06-16,23.2,20.75,24.5,17.0
1951-06-17,0.0,21.6,28.5,14.7
1951-06-18,0.0,21.15,28.5,13.8
1951-06-19,0.0,22.25,30.4,14.1
1951-06-20,0.1,24.1,30.9,17.3
1951-06-21,27.0,22.95,26.4,19.5
1951-06-22,8.0,22.45,27.0,17.9
1951-06-23,0.0,20.4,26.8,14.0
1951-06-24,0.0,20.6,29.0,12.2
1951-06-25,8.3,19.15,21.9,16.4
1951-06-26,0.0,21.4,28.0,14.8
1951-06-27,0.0,22.5,29.5,15.5
1951-06-28,16.7,22.15,24.6,19.7
1951-06-29,0.4,23.8,27.5,20.1
1951-06-30,0.0,22.75,27.7,17.8
1951-07-01,9.4,25.15,28.7,21.6
1951-07-02,57.9,23.5,26.2,20.8
1951-07-03,0.0,21.049999999999997,23.4,18.7
1951-07-04,13.5,22.95,27.2,18.7
1951-07-05,0.3,24.4,28.9,19.9
1951-07-06,0.0,22.549999999999997,27.4,17.7
1951-07-07,0.0,22.8,30.0,15.6
1951-07-08,72.1,20.6,21.8,19.4
1951-07-09,1.6,26.950000000000003,32.7,21.2
1951-07-10,0.8,27.049999999999997,30.9,23.2
1951-07-11,94.6,25.950000000000003,30.8,21.1
1951-07-12,42.4,23.75,26.2,21.3
1951-07-13,26.5,24.05,26.6,21.5
1951-07-14,21.3,23.5,25.4,21.6
1951-07-15,111.7,23.65,25.6,21.7
1951-07-16,14.6,25.9,30.3,21.5
1951-07-17,18.5,21.95,24.0,19.9
1951-07-18,0.0,25.1,30.3,19.9
1951-07-19,2.8,25.05,30.6,19.5
1951-07-20,0.2,26.3,31.1,21.5
1951-07-21,0.0,28.0,33.2,22.8
1951-07-22,0.0,28.450000000000003,35.1,21.8
1951-07-23,0.0,29.4,35.5,23.3
1951-07-24,0.0,28.349999999999998,34.8,21.9
1951-07-25,0.0,29.5,34.2,24.8
1951-07-26,0.0,28.799999999999997,34.4,23.2
1951-07-27,0.0,28.9,36.3,21.5
1951-07-28,0.0,29.45,36.4,22.5
1951-07-29,0.0,30.15,37.6,22.7
1951-07-30,0.0,30.0,36.6,23.4
1951-07-31,0.0,28.15,35.8,20.5
1951-08-01,0.0,28.25,35.6,20.9
1951-08-02,0.1,27.75,32.1,23.4
1951-08-03,5.7,27.75,32.3,23.2
1951-08-04,0.0,27.5,33.0,22.0
1951-08-05,0.0,28.25,33.1,23.4
1951-08-06,0.2,30.05,35.0,25.1
1951-08-07,0.0,28.85,35.1,22.6
1951-08-08,0.0,29.65,35.8,23.5
1951-08-09,0.0,30.0,36.2,23.8
1951-08-10,12.7,30.45,36.3,24.6
1951-08-11,0.0,30.5,37.8,23.2
1951-08-12,0.0,29.799999999999997,35.9,23.7
1951-08-13,0.0,29.700000000000003,36.2,23.2
1951-08-14,0.0,30.75,37.7,23.8
1951-08-15,0.0,29.950000000000003,36.2,23.7
1951-08-16,0.0,29.95,35.5,24.4
1951-08-17,0.0,29.849999999999998,35.3,24.4
1951-08-18,0.4,30.55,34.6,26.5
1951-08-19,1.1,28.9,31.6,26.2
1951-08-20,0.0,28.549999999999997,31.9,25.2
1951-08-21,0.0,28.65,33.1,24.2
1951-08-22,0.0,26.55,28.3,24.8
1951-08-23,2.1,29.15,34.4,23.9
1951-08-24,0.0,29.849999999999998,35.3,24.4
1951-08-25,0.0,28.5,34.8,22.2
1951-08-26,0.0,29.450000000000003,37.1,21.8
1951-08-27,0.0,30.5,37.0,24.0
1951-08-28,0.0,29.15,36.0,22.3
1951-08-29,15.7,28.45,33.3,23.6
1951-08-30,2.9,28.2,33.0,23.4
1951-08-31,0.1,27.85,31.8,23.9
1951-09-01,0.4,26.0,30.5,21.5
1951-09-02,0.0,23.85,30.9,16.8
1951-09-03,0.0,23.9,32.1,15.7
1951-09-04,0.0,24.85,31.7,18.0
1951-09-05,0.9,22.65,25.5,19.8
1951-09-06,0.0,23.5,30.0,17.0
1951-09-07,0.0,22.25,28.7,15.8
1951-09-08,0.0,21.799999999999997,27.4,16.2
1951-09-09,6.3,20.700000000000003,23.3,18.1
1951-09-10,0.0,24.55,29.8,19.3
1951-09-11,0.0,22.299999999999997,27.4,17.2
1951-09-12,0.0,21.05,28.7,13.4
1951-09-13,0.0,24.35,30.0,18.7
1951-09-14,4.9,22.25,28.1,16.4
1951-09-15,42.8,20.55,23.0,18.1
1951-09-16,0.2,22.1,24.7,19.5
1951-09-17,0.0,21.25,26.8,15.7
1951-09-18,0.5,21.35,25.2,17.5
1951-09-19,0.9,22.299999999999997,28.4,16.2
1951-09-20,0.0,18.05,25.0,11.1
1951-09-21,0.0,19.55,27.2,11.9
1951-09-22,0.0,20.5,27.4,13.6
1951-09-23,0.0,20.9,29.0,12.8
1951-09-24,1.1,19.700000000000003,25.6,13.8
1951-09-25,12.1,20.5,24.4,16.6
1951-09-26,48.1,20.35,22.6,18.1
1951-09-27,0.1,20.85,26.5,15.2
1951-09-28,0.1,20.45,28.7,12.2
1951-09-29,0.0,19.35,26.0,12.7
1951-09-30,2.8,20.4,22.3,18.5
1951-10-01,0.0,21.95,26.0,17.9
1951-10-02,0.0,20.55,26.2,14.9
1951-10-03,0.0,20.1,25.2,15.0
1951-10-04,0.0,18.95,26.2,11.7
1951-10-05,0.1,20.85,27.9,13.8
1951-10-06,0.0,17.65,24.1,11.2
1951-10-07,0.0,18.05,26.7,9.4
1951-10-08,0.0,19.65,22.1,17.2
1951-10-09,0.0,22.85,28.8,16.9
1951-10-10,0.0,21.700000000000003,29.6,13.8
1951-10-11,0.0,21.1,29.2,13.0
1951-10-12,0.0,21.4,27.4,15.4
1951-10-13,1.5,20.05,24.5,15.6
1951-10-14,24.8,19.4,21.6,17.2
1951-10-15,1.5,21.05,26.0,16.1
1951-10-16,0.0,19.299999999999997,26.4,12.2
1951-10-17,0.0,20.0,27.9,12.1
1951-10-18,0.0,19.9,28.5,11.3
1951-10-19,0.1,20.7,28.3,13.1
1951-10-20,22.2,21.4,27.2,15.6
1951-10-21,7.8,20.1,24.9,15.3
1951-10-22,0.0,16.200000000000003,21.6,10.8
1951-10-23,25.0,14.05,17.5,10.6
1951-10-24,0.8,18.2,22.2,14.2
1951-10-25,0.0,17.75,22.7,12.8
1951-10-26,0.0,16.05,21.5,10.6
1951-10-27,0.0,13.2,18.8,7.6
1951-10-28,0.0,13.85,18.0,9.7
1951-10-29,0.0,19.0,25.0,13.0
1951-10-30,0.0,15.75,20.1,11.4
1951-10-31,0.0,15.399999999999999,22.7,8.1
1951-11-01,3.7,13.7,20.3,7.1
1951-11-02,14.6,15.15,18.0,12.3
1951-11-03,5.4,12.3,15.4,9.2
1951-11-04,0.0,14.35,20.5,8.2
1951-11-05,0.0,10.85,15.7,6.0
1951-11-06,0.0,12.2,19.9,4.5
1951-11-07,0.4,13.2,18.4,8.0
1951-11-08,0.2,12.6,16.5,8.7
1951-11-09,0.0,10.5,16.1,4.9
1951-11-10,0.0,10.65,18.1,3.2
1951-11-11,0.0,11.299999999999999,17.9,4.7
1951-11-12,14.0,9.8,14.1,5.5
1951-11-13,0.7,14.3,18.7,9.9
1951-11-14,0.0,14.2,21.9,6.5
1951-11-15,29.9,13.25,17.9,8.6
1951-11-16,4.7,15.15,19.6,10.7
1951-11-17,0.2,11.350000000000001,15.8,6.9
1951-11-18,0.0,11.0,16.8,5.2
1951-11-19,0.0,10.45,16.8,4.1
1951-11-20,0.0,13.5,20.0,7.0
1951-11-21,0.0,11.35,18.7,4.0
1951-11-22,0.0,10.700000000000001,18.8,2.6
1951-11-23,29.8,11.75,17.2,6.3
1951-11-24,1.2,13.95,19.2,8.7
1951-11-25,1.3,9.1,13.9,4.3
1951-11-26,1.0,7.2,11.4,3.0
1951-11-27,0.0,6.15,10.0,2.3
1951-11-28,2.9,3.65,7.2,0.1
1951-11-29,0.0,5.4,12.5,-1.7
1951-11-30,0.0,6.95,12.4,1.5
1951-12-01,0.1,7.2,13.3,1.1
1951-12-02,0.0,7.6,15.2,0.0
1951-12-03,0.1,9.75,15.6,3.9
1951-12-04,0.0,6.5,11.8,1.2
1951-12-05,4.5,6.3500000000000005,9.8,2.9
1951-12-06,0.0,7.0,12.8,1.2
1951-12-07,2.6,7.6499999999999995,14.2,1.1
1951-12-08,0.9,9.649999999999999,14.7,4.6
1951-12-09,0.0,8.8,15.6,2.0
1951-12-10,0.0,7.5,14.6,0.4
1951-12-11,0.0,9.05,15.6,2.5
1951-12-12,0.0,7.8,15.1,0.5
1951-12-13,0.0,10.3,16.2,4.4
1951-12-14,0.0,8.65,13.3,4.0
1951-12-15,0.0,4.55,9.2,-0.1
1951-12-16,5.3,2.8499999999999996,6.6,-0.9
1951-12-17,0.5,4.7,8.8,0.6
1951-12-18,0.0,5.25,12.4,-1.9
1951-12-19,0.0,8.350000000000001,17.1,-0.4
1951-12-20,0.0,11.200000000000001,17.1,5.3
1951-12-21,0.0,10.1,17.3,2.9
1951-12-22,11.7,8.75,11.3,6.2
1951-12-23,10.8,13.049999999999999,17.9,8.2
1951-12-24,0.0,8.25,13.3,3.2
1951-12-25,2.2,4.25,8.4,0.1
1951-12-26,6.0,10.65,13.8,7.5
1951-12-27,0.2,6.85,10.9,2.8
1951-12-28,0.0,6.6499999999999995,12.1,1.2
1951-12-29,0.1,5.65,8.8,2.5
1951-12-30,0.0,4.85,9.0,0.7
1951-12-31,8.7,8.8,12.0,5.6
1952-01-01,0.0,9.1,14.1,4.1
1952-01-02,2.8,4.9,7.8,2.0
1952-01-03,1.1,5.1000000000000005,9.3,0.9
1952-01-04,0.1,4.3500000000000005,10.4,-1.7
1952-01-05,0.0,6.3,11.5,1.1
1952-01-06,1.2,3.95,6.7,1.2
1952-01-07,0.0,6.2,10.5,1.9
1952-01-08,2.4,4.15,8.4,-0.1
1952-01-09,0.1,2.95,6.2,-0.3
1952-01-10,8.1,2.5500000000000003,6.9,-1.8
1952-01-11,15.0,5.55,8.5,2.6
1952-01-12,0.1,1.6999999999999997,4.6,-1.2
1952-01-13,0.0,2.95,7.4,-1.5
1952-01-14,26.4,4.35,5.7,3.0
1952-01-15,0.0,4.8,9.7,-0.1
1952-01-16,0.0,3.8,8.5,-0.9
1952-01-17,0.1,5.0,9.9,0.1
1952-01-18,0.0,2.75,6.4,-0.9
1952-01-19,0.0,2.85,7.7,-2.0
1952-01-20,0.0,4.5,10.3,-1.3
1952-01-21,3.5,6.8,12.7,0.9
1952-01-22,0.2,6.800000000000001,11.8,1.8
1952-01-23,0.0,5.7,11.1,0.3
1952-01-24,5.9,4.25,9.8,-1.3
1952-01-25,1.6,2.3,5.6,-1.0
1952-01-26,0.2,2.25,5.8,-1.3
1952-01-27,0.0,1.9,6.3,-2.5
1952-01-28,1.4,2.3499999999999996,6.6,-1.9
1952-01-29,3.0,4.800000000000001,6.9,2.7
1952-01-30,0.0,7.9,13.8,2.0
1952-01-31,2.4,2.85,4.4,1.3
1952-02-01,0.1,5.1499999999999995,9.7,0.6
1952-02-02,0.0,4.300000000000001,8.8,-0.2
1952-02-03,0.0,3.1,6.2,0.0
1952-02-04,1.5,2.4,6.8,-2.0
1952-02-05,4.9,-1.0499999999999998,3.2,-5.3
1952-02-06,0.1,-0.10000000000000009,4.5,-4.7
1952-02-07,19.6,0.4,1.3,-0.5
1952-02-08,0.0,4.9,9.9,-0.1
1952-02-09,0.0,3.1000000000000005,8.8,-2.6
1952-02-10,0.0,5.050000000000001,9.3,0.8
1952-02-11,0.0,2.65,7.5,-2.2
1952-02-12,0.0,2.3,6.7,-2.1
1952-02-13,0.1,6.1499999999999995,9.2,3.1
1952-02-14,0.0,5.55,11.0,0.1
1952-02-15,11.0,2.0,5.2,-1.2
1952-02-16,0.1,7.2,11.0,3.4
1952-02-17,0.0,4.3,7.4,1.2
1952-02-18,0.0,2.5500000000000003,4.4,0.7
1952-02-19,0.0,3.1999999999999997,6.6,-0.2
1952-02-20,0.0,3.7,8.5,-1.1
1952-02-21,0.0,3.0,7.5,-1.5
1952-02-22,0.0,2.95,8.8,-2.9
1952-02-23,0.0,3.75,9.0,-1.5
1952-02-24,0.0,3.5,7.3,-0.3
1952-02-25,6.1,2.45,6.0,-1.1
1952-02-26,35.0,6.6499999999999995,10.7,2.6
1952-02-27,0.0,5.95,11.1,0.8
1952-02-28,0.0,7.1499999999999995,11.2,3.1
1952-02-29,1.7,7.75,13.2,2.3
1952-03-01,0.0,4.85,10.7,-1.0
1952-03-02,0.0,6.25,11.5,1.0
1952-03-03,0.0,8.0,14.0,2.0
1952-03-04,0.0,3.0,6.5,-0.5
1952-03-05,0.0,5.15,8.9,1.4
1952-03-06,0.0,7.7,12.5,2.9
1952-03-07,24.3,3.9,6.6,1.2
1952-03-08,7.0,7.699999999999999,12.6,2.8
1952-03-09,0.0,9.200000000000001,16.3,2.1
1952-03-10,6.2,5.15,8.9,1.4
1952-03-11,6.1,3.4,7.7,-0.9
1952-03-12,0.0,3.25,8.5,-2.0
1952-03-13,0.7,5.7,12.8,-1.4
1952-03-14,21.6,9.05,11.4,6.7
1952-03-15,0.0,10.1,18.4,1.8
1952-03-16,0.0,10.35,17.4,3.3
1952-03-17,0.0,8.9,17.6,0.2
1952-03-18,8.1,11.2,14.9,7.5
1952-03-19,28.0,10.5,16.0,5.0
1952-03-20,0.5,4.1000000000000005,7.9,0.3
1952-03-21,0.0,6.3,14.0,-1.4
1952-03-22,16.6,8.4,15.7,1.1
1952-03-23,11.0,8.55,11.8,5.3
1952-03-24,3.5,5.1,9.0,1.2
1952-03-25,10.0,5.65,8.5,2.8
1952-03-26,0.1,9.2,15.9,2.5
1952-03-27,6.6,7.8,10.7,4.9
1952-03-28,0.1,8.55,14.4,2.7
1952-03-29,0.0,8.65,16.6,0.7
1952-03-30,0.0,10.55,19.3,1.8
1952-03-31,16.3,10.15,13.0,7.3
1952-04-01,0.2,8.15,11.6,4.7
1952-04-02,1.0,6.449999999999999,10.6,2.3
1952-04-03,0.0,8.25,16.6,-0.1
1952-04-04,0.0,10.700000000000001,17.8,3.6
1952-04-05,0.5,15.0,22.0,8.0
1952-04-06,0.0,13.15,22.8,3.5
1952-04-07,0.1,14.549999999999999,21.4,7.7
1952-04-08,21.1,15.700000000000001,17.6,13.8
1952-04-09,38.8,17.95,20.5,15.4
1952-04-10,0.0,16.9,22.9,10.9
1952-04-11,0.0,16.95,25.4,8.5
1952-04-12,0.0,19.1,21.8,16.4
1952-04-13,2.2,15.65,18.5,12.8
1952-04-14,4.2,12.85,14.1,11.6
1952-04-15,1.3,14.0,16.6,11.4
1952-04-16,0.0,12.45,18.0,6.9
1952-04-17,0.0,15.55,25.1,6.0
1952-04-18,8.4,15.05,20.8,9.3
1952-04-19,0.1,12.399999999999999,20.2,4.6
1952-04-20,68.0,13.799999999999999,17.4,10.2
1952-04-21,4.4,15.55,21.6,9.5
1952-04-22,0.0,12.5,18.2,6.8
1952-04-23,0.0,11.95,18.7,5.2
1952-04-24,0.0,12.399999999999999,16.9,7.9
1952-04-25,42.5,10.4,11.9,8.9
1952-04-26,0.0,9.95,14.5,5.4
1952-04-27,0.0,11.35,21.0,1.7
1952-04-28,0.0,14.05,24.0,4.1
1952-04-29,17.3,15.45,17.4,13.5
1952-04-30,0.0,19.45,26.2,12.7
1952-05-01,0.0,16.1,25.5,6.7
1952-05-02,0.0,16.0,25.3,6.7
1952-05-03,6.9,19.4,26.2,12.6
1952-05-04,27.2,17.75,20.0,15.5
1952-05-05,0.0,14.15,18.6,9.7
1952-05-06,0.0,15.5,25.4,5.6
1952-05-07,0.0,17.8,24.1,11.5
1952-05-08,0.0,15.65,22.0,9.3
1952-05-09,2.7,14.850000000000001,24.8,4.9
1952-05-10,66.2,16.1,17.6,14.6
1952-05-11,0.3,16.55,23.3,9.8
1952-05-12,0.0,16.5,27.0,6.0
1952-05-13,0.0,17.4,25.4,9.4
1952-05-14,0.0,19.15,27.3,11.0
1952-05-15,0.0,16.8,23.8,9.8
1952-05-16,0.0,16.2,26.5,5.9
1952-05-17,0.0,19.450000000000003,29.6,9.3
1952-05-18,0.0,21.15,28.3,14.0
1952-05-19,0.0,21.950000000000003,25.8,18.1
1952-05-20,14.0,21.0,23.1,18.9
1952-05-21,3.0,20.1,24.6,15.6
1952-05-22,1.9,20.15,26.8,13.5
1952-05-23,0.7,21.3,27.1,15.5
1952-05-24,0.8,17.05,22.6,11.5
1952-05-25,0.0,15.85,24.2,7.5
1952-05-26,0.0,16.3,22.8,9.8
1952-05-27,37.2,16.450000000000003,18.1,14.8
1952-05-28,2.9,20.1,25.4,14.8
1952-05-29,0.1,20.7,28.9,12.5
1952-05-30,0.0,23.9,28.8,19.0
1952-05-31,0.0,18.9,24.0,13.8
1952-06-01,0.2,18.4,22.4,14.4
1952-06-02,7.8,18.049999999999997,22.9,13.2
1952-06-03,0.0,19.1,26.3,11.9
1952-06-04,0.0,22.5,28.5,16.5
1952-06-05,0.0,22.35,28.5,16.2
1952-06-06,12.0,23.35,30.9,15.8
1952-06-07,0.0,23.55,31.2,15.9
1952-06-08,3.3,17.6,19.8,15.4
1952-06-09,9.0,19.25,21.9,16.6
1952-06-10,0.8,22.9,27.3,18.5
1952-06-11,1.2,21.85,28.6,15.1
1952-06-12,0.0,19.299999999999997,24.4,14.2
1952-06-13,0.0,21.299999999999997,30.4,12.2
1952-06-14,1.2,20.3,23.8,16.8
1952-06-15,1.6,22.35,28.3,16.4
1952-06-16,26.8,21.0,24.9,17.1
1952-06-17,0.0,22.65,31.4,13.9
1952-06-18,0.8,22.35,25.2,19.5
1952-06-19,2.0,24.799999999999997,29.7,19.9
1952-06-20,3.8,21.85,24.7,19.0
1952-06-21,0.0,23.2,29.0,17.4
1952-06-22,0.0,22.4,28.8,16.0
1952-06-23,137.6,20.5,23.3,17.7
1952-06-24,0.0,22.85,26.4,19.3
1952-06-25,0.3,22.3,27.8,16.8
1952-06-26,2.7,24.05,27.5,20.6
1952-06-27,0.3,25.1,29.4,20.8
1952-06-28,0.0,25.1,31.8,18.4
1952-06-29,22.3,24.8,28.3,21.3
1952-06-30,7.0,26.9,29.6,24.2
1952-07-01,25.9,24.9,26.1,23.7
1952-07-02,126.1,21.75,23.8,19.7
1952-07-03,5.3,23.35,27.1,19.6
1952-07-04,0.2,22.9,28.3,17.5
1952-07-05,0.0,22.45,27.9,17.0
1952-07-06,0.0,23.05,29.8,16.3
1952-07-07,0.0,23.0,28.8,17.2
1952-07-08,0.0,23.95,29.4,18.5
1952-07-09,0.0,25.450000000000003,28.6,22.3
1952-07-10,114.1,24.55,27.8,21.3
1952-07-11,70.2,24.6,27.7,21.5
1952-07-12,6.2,24.4,27.0,21.8
1952-07-13,8.6,25.65,31.0,20.3
1952-07-14,2.7,25.85,28.6,23.1
1952-07-15,1.8,28.7,33.0,24.4
1952-07-16,0.0,28.25,33.6,22.9
1952-07-17,0.0,28.1,33.9,22.3
1952-07-18,1.2,27.7,32.0,23.4
1952-07-19,4.4,25.15,27.2,23.1
1952-07-20,0.0,25.6,30.7,20.5
1952-07-21,0.0,26.55,32.5,20.6
1952-07-22,0.0,27.15,32.8,21.5
1952-07-23,0.0,27.0,34.1,19.9
1952-07-24,0.0,27.900000000000002,35.2,20.6
1952-07-25,0.0,28.25,34.6,21.9
1952-07-26,0.0,29.15,34.6,23.7
1952-07-27,0.0,28.75,34.2,23.3
1952-07-28,3.9,28.8,34.2,23.4
1952-07-29,22.9,25.1,27.4,22.8
1952-07-30,5.1,25.05,27.6,22.5
1952-07-31,27.6,26.7,31.5,21.9
1952-08-01,4.3,28.8,33.6,24.0
1952-08-02,0.0,30.349999999999998,35.8,24.9
1952-08-03,0.0,30.65,36.0,25.3
1952-08-04,11.7,30.4,35.1,25.7
